Experiment,Subject,ID,Procedure[Block],Trial,Prime[Trial],PrimeCondition,Stimuli1,Target[Trial],TargetDefinition.RESP[Trial],ResponseRT,State,StateRT,TargetResponse.RESP[Trial],TargetResponse.RT[Trial],TargetAccuracy,PrimeIntrusion,PrimeResponse,PrimeResponseRT,PrimeResp_ACC,RTRecognisePrime,RTRecogniseTarget,PrimeDef.RESP,PrimeFirstResp_ACC,PrimeDef.RT
PrimeFlash,8PrimeFlash,8,S8,21,s i z z l e ,P,63,S i c i l y ,{SHIFT}Sicily{SPACE},3865,1,336,{SHIFT}Sicily{SPACE},1143,1,0,,,,,,,,
PrimeFlash,8PrimeFlash,8,S8,23,s k y s c r a p e r ,P,64,S k y w a l k e r,{SHIFT}Skywalker{SPACE},2976,1,351,{SHIFT}Skywalker{SPACE},1612,1,0,,,,,,,,
PrimeFlash,8PrimeFlash,8,S8,76,s u r v i v o r ,P,65,s u r r o g a t e,surrogate{SPACE},3001,1,314,surrogate{SPACE},1594,1,0,,,,,,,,
PrimeFlash,8PrimeFlash,8,S8,4,t h o r n y ,P,66,T h o r e a u,{SHIFT}Thoreau{SPACE},4734,1,735,{SHIFT}Thoreau{SPACE},2531,1,0,,,,,,,,
PrimeFlash,8PrimeFlash,8,S8,27,t i p,P,67,t i c,{SHIFT}{SPACE},6268,2,493,tic{SPACE},1446,0,0,,,,,,,,
PrimeFlash,8PrimeFlash,8,S8,56,t u r m e r i c ,P,68,t s u n a m i,tsunami{SPACE},3930,1,526,tsunami{SPACE},1358,1,0,,,,,,,,
PrimeFlash,8PrimeFlash,8,S8,60,T u r n e r ,P,69,T u r i n g ,turing{SPACE},2782,1,682,turing{SPACE},1058,1,0,,,,,,,,
PrimeFlash,8PrimeFlash,8,S8,30,W a t t ,P,70,W a t s o n ,{SHIFT}Watson{SPACE},2432,1,474,{SHIFT}Watson{SPACE},1139,1,0,,,,,,,,
PrimeFlash,8PrimeFlash,8,S8,18,w a k e ,P,71,W a y n e,{SHIFT}Wayne{SPACE},2303,1,718,{SHIFT}Wayne{SPACE},1224,1,0,,,,,,,,
PrimeFlash,8PrimeFlash,8,S8,67,Y e s t e r d a y,P,72,Y e l l o w s t o n e,yellowstone{SPACE},5476,1,659,yellowstone{SPACE},1664,1,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,15,a b a n d o n,B,1,a b d i c a t e ,{SPACE},3880,2,1628,abdicate{ENTER}{SPACE},3401,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,21,a b r o a d ,B,2,a b o r i g i n e,{SPACE},5816,2,2735,aborigine{ENTER}{SPACE},5052,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,10,a v o i d,B,3,a b s t a i n,{SPACE},7736,2,2179,abstain{SPACE},2136,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,34,a d v a n c e,B,4,a d v o c a t e ,{SPACE},3267,2,687,advocate{SPACE},4594,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,44,A u s t e n ,B,5,A l c o t t ,{SPACE},8235,2,2034,alcott{SPACE},1501,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,38,a b n o r m a l i t y,B,6,a n a c h r o n i s m,{SPACE},3732,2,1037,{SPACE},970,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,71,a c r o n y m,B,7,a n a g r a m,{SPACE},1968,2,801,2{SPACE},519,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,14,A l p s ,B,8,A n d e s,{SPACE},4857,2,822,{SPACE},848,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,23,A r i e l,B,9,A u r o r a ,aurora{SPACE},7524,1,1223,aurora{SPACE},4910,1,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,36,B e i j i n g,B,10,B a n g k o k,{SPACE},2854,1,2146,bangkok{SPACE},3223,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,12,b a r g a i n,B,11,b a r t e r ,{SPACE},6460,2,1226,{SPACE},2011,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,43,B u c k i n g h a m ,B,12,B e c k h a m,{SPACE},1623,2,1445,{SPACE},868,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,9,b i l a t e r a l,B,13,b i n o m i a l ,bilateral{SPACE},8987,1,1955,binominal{ENTER}{SPACE},4698,0,1,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,24,c o r p s e ,B,14,c a r c a s s,caucus{SPACE},6292,1,1256,caucus{SPACE},3768,1,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,17,C h r i s t i e ,B,15,C a r r o l l,{SPACE},2937,2,1795,{SPACE},1415,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,52,c a m o f l a u g e ,B,16,c h a m e l e o n,chamelion{SPACE},7708,1,1239,{SPACE},1166,1,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,65,C h a m b e r l a i n,B,17,C h u r c h i l l,2{SPACE},2025,2,1623,{SPACE},409,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,53,C o n r a d ,B,18,C l e m e n s,{SPACE},1819,2,866,clemens{ENTER}{SPACE},3494,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,76,n u m b n e s s ,U,19,c o n g r u e n t,{SPACE},89,2,2085,{SPACE},470,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,46,n e u r a l ,U,20,C o n n e r y,{SPACE},3106,2,997,connory{SPACE},2461,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,61,o b s t r u c t ,U,21,c o v e n a n t ,{SPACE},1181,2,285,2{SPACE},326,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,63,o m n i v o r e ,U,22,D a n t e,{SPACE},1813,2,1436,dante{SPACE},2054,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,28,o s t e o p o r o s i s ,U,23,d e f a u l t,{SPACE},8501,2,1154,default{ENTER}{SPACE},2631,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,54,o s m o s i s,U,24,d e p l e t e,{SPACE},7860,2,1306,deplete{ENTER}{SPACE},4906,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,64,t w i t c h ,U,25,d i v e r g e,{SPACE},2768,2,928,{SPACE},532,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,25,t y p h o o n,U,26,e c c e n t r i c,{SPACE},3406,2,1444,eccentric{SPACE},2544,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,7,T e s l a,U,27,e x o r c i s m ,{SPACE},6770,4,307,{SPACE},1206,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,32,W e a s l e y,U,28,F a r a d a y,,0,4,3112,faraday{SPACE},2683,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,18,W a l k e r ,U,29,f o l i a g e,{SPACE},6375,2,1097,{SPACE},908,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,48,Y o s e m i t e ,U,30,G a r l a n d,,0,2,1262,garland{SPACE},16120,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,74,e q u a t i o n ,U,31,g o s l i n g,{SPACE},80,2,1148,{SPACE},471,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,11,s k e l e t o n ,U,32,H a n c o c k,,0,2,4127,hancock{ENTER}{SPACE},3685,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,26,R o w l i n g,U,33,H e l s i n k i ,{SPACE},2005,2,1109,helsinki{SPACE},2354,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,60,g e c k o,U,34,h o i s t,{SPACE},1932,2,910,{SPACE},802,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,68,T h a t c h e r ,U,35,H u s s e i n,{SPACE},2565,2,1101,hussein{SPACE},1729,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,75,S a w y e r ,U,36,i d i o s y n c r a s y ,{SPACE},429,2,1083,{SPACE},331,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,55,m e n t i o n,R,37,i n t e r j e c t,,0,2,15870,interject{SPACE},3044,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,16,T y l e r,R,38,J a g g e r ,{SPACE},3628,2,1770,{SPACE},1365,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,67,p e r j u r y,R,39,l i b e l,{SPACE},7602,2,1169,libel{SPACE},2594,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,41,v e r b o s e,R,40,l o q u a c i o u s ,{SPACE},5891,2,503,loquacious{SPACE},3321,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,22,G a n d h i ,R,41,M a n d e l a,mandela{ENTER}{SPACE},8028,1,1611,mandela{SPACE},2463,1,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,70,s p a r s e ,R,42,m e a g e r ,{SPACE},1329,2,123,{SPACE},358,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,51,B o w i e,R,43,M e r c u r y,{SPACE},3378,2,1434,mercury{SPACE},2418,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,57,S h a k e s p e a r e,R,44,M i l l e r ,{SPACE},1477,2,712,miller{SPACE},3872,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,40,g r a t e,R,45,m i n c e,{SPACE},3251,2,1312,mince{SPACE},2641,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,42,i n v a r i a b l e ,R,46,m o n o t o n y ,,0,2,16046,monotony{SPACE},2663,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,45,H o u s t o n,R,47,M o n r o e ,{SPACE},5468,2,1361,monroe{ENTER}{SPACE},4956,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,50,M a d a g a s c a r ,R,48,N a i r o b i,{SPACE},5199,2,975,nairobi{SPACE},3173,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,4,i n v a l i d a t e ,R,49,n u l l i f y,invalid,9372,1,1278,{SPACE},1605,0,1,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,69,B e r l i n ,R,50,N u r e m b e r g,{SPACE},1429,2,810,{SPACE},772,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,31,s e c r e t i v e,R,51,o b s c u r e,{SPACE},2362,2,1003,obscure{ENTER}{SPACE},6979,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,37,u n l i m i t e d,R,52,o m n i p o t e n t ,,0,2,24223,omnipotent{SPACE},3707,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,49,f l a s h y ,R,53,o s t e n t a t i o u s ,{SPACE},1585,2,929,{SPACE},787,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,56,B o o t h,R,54,O s w a l d ,booth{SPACE},5174,1,1127,oswald{SPACE},3242,0,1,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,30,o t t e r,P,55,O t t a w a ,{SPACE},4047,2,1485,ottawa{SPACE},2950,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,66,p a n d a,P,56,p a n a c e a,{SPACE},2484,2,1135,panacea{SPACE},2757,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,47,p a r a c h u t e,P,57,p a r a g o n,{SPACE},4259,2,936,paragon{SPACE},4418,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,27,p o l y g o n,P,58,p o l y g a m y ,polygamy{SPACE},9487,1,1300,polygamy{SPACE},2511,1,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,59,p r e c a r i o u s ,P,59,p r e c o c i o u s ,,0,2,1819,precocious{SPACE},3700,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,73,p r o f e s s o r,P,60,p r o p h e c y ,{SPACE},2978,2,858,{SPACE},488,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,33,s o f a ,P,61,S e o u l,,0,2,2876,seoul{SPACE},3493,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,13,s h i p ,P,62,S h a w ,{SHIFT}{SPACE},5285,2,1122,{SPACE},648,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,3,s i z z l e ,P,63,S i c i l y ,sizzle,9636,2,2374,sicily{SPACE},1919,0,1,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,2,s k y s c r a p e r ,P,64,S k y w a l k e r,,0,2,3028,skywalker{SPACE},3461,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,6,s u r v i v o r ,P,65,s u r r o g a t e,,0,4,3878,surrogate{SPACE},2457,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,5,t h o r n y ,P,66,T h o r e a u,{SPACE},6814,2,1645,{SPACE},1845,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,8,t i p,P,67,t i c,{SPACE},4209,2,3239,tic{ENTER}{SPACE},2901,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,29,t u r m e r i c ,P,68,t s u n a m i,tsu,9846,4,6472,tsumnami{SPACE},5188,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,19,T u r n e r ,P,69,T u r i n g ,{SPACE},4323,2,1014,{SPACE},1854,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,72,W a t t ,P,70,W a t s o n ,{SPACE},2300,2,479,watson{SPACE},3508,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,62,w a k e ,P,71,W a y n e,{SPACE},3662,2,1947,wayne{SPACE},1562,0,0,,,,,,,,
PrimeFlash,9PrimeFlash,9,S9,35,Y e s t e r d a y,P,72,Y e l l o w s t o n e,,0,2,16725,yellowstone{SPACE},3427,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,12,a b d o m e n,P,1,a b d i c a t e ,abdicate{SPACE},8875,3,1164,abdicate{SPACE},2635,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,46,a b o r t i o n ,P,2,a b o r i g i n e,aboriginals{SPACE},7319,1,1741,aborigine{SPACE},2601,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,34,a b s o l v e,P,3,a b s t a i n,{SPACE},3284,2,583,abstain{SPACE},1283,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,8,a d v e r b ,P,4,a d v o c a t e ,{SPACE},4277,2,1020,advocate{SPACE},1676,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,62,a l c h e m y,P,5,A l c o t t ,alcott{SPACE},3455,1,554,alcott{SPACE},2052,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,22,a n a e r o b i c,P,6,a n a c h r o n i s m,{SPACE},6777,2,2214,anachronism{SPACE},2443,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,6,a n a c o n d a ,P,7,a n a g r a m,{SPACE},4214,1,3792,anagram{SPACE},3103,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,26,a n d r o i d,P,8,A n d e s,andes{SPACE},4900,1,833,andes{SPACE},1078,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,31,A u s t r a l i a,P,9,A u r o r a ,aurora{SPACE},6955,1,704,aurora{SPACE},1471,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,70,b a n i s t e r ,P,10,B a n g k o k,bangkok{SPACE},6002,1,592,bangkok{SPACE},2188,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,23,b a r t e n d e r,P,11,b a r t e r ,,0,2,1350,barter{SPACE},1402,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,30,B e c k e t t,P,12,B e c k h a m,{SPACE},2861,3,402,beckham{SPACE},2368,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,45,b i a n n u a l ,P,13,b i n o m i a l ,binomial{SPACE},9172,3,1386,binomial{SPACE},1846,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,4,c a n v a s ,P,14,c a r c a s s,carcass{SPACE},3228,1,513,carcass{SPACE},1668,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,53,c a r a v a n,P,15,C a r r o l l,{SPACE},1885,1,1131,carroll{SPACE},2027,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,43,c a m e l,P,16,c h a m e l e o n,chameleon{SPACE},5946,1,762,chameleon{SPACE},2228,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,76,C h a r l e s,P,17,C h u r c h i l l,churchill{SPACE},4402,1,277,churchill{SPACE},2769,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,50,c o m m e n c e ,P,18,C l e m e n s,{SPACE},2782,2,465,clemens{SPACE},1244,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,29,c o m p a t i b l e ,B,19,c o n g r u e n t,{SPACE},9314,2,1234,congruent{SPACE},1903,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,75,C r u i s e ,B,20,C o n n e r y,{SPACE},4030,2,129,connery{SPACE},1156,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,28,c o n t r a c t ,B,21,c o v e n a n t ,covenant{SPACE},8217,1,391,covenant{SPACE},2158,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,3,D e v i l,B,22,D a n t e,dante{SPACE},6499,3,4523,{SHIFT}Dante{SPACE},1666,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,74,d e f e c t ,B,23,d e f a u l t,{SPACE},8742,2,1167,default{SPACE},1687,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,33,d e l e t e ,B,24,d e p l e t e,,0,3,4218,deplete{SPACE},1442,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,69,d i f f e r ,B,25,d i v e r g e,{SPACE},6253,2,576,diverge{SPACE},1474,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,59,e r r a t i c,B,26,e c c e n t r i c,awkward{SPACE},6898,3,874,eccentric{SPACE},2548,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,49,e x i l e,B,27,e x o r c i s m ,,0,4,2166,exorcism{SPACE},1798,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,21,F e y n m a n,B,28,F a r a d a y,,0,4,1897,faraday{SPACE},1747,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,13,f o r e s t ,B,29,f o l i a g e,{SPACE},9898,4,1201,foliage{SPACE},1513,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,16,G a r n e r ,B,30,G a r l a n d,garland{SPACE},6739,1,337,garland{SPACE},2143,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,44,g o b b l e ,B,31,g o s l i n g,{SPACE},6084,4,430,gosling{SPACE},1325,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,56,H o o v e r ,B,32,H a n c o c k,{SPACE},2135,2,186,hancock{SPACE},1962,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,5,H o l l a n d,B,33,H e l s i n k i ,{SPACE},4733,2,1570,helsinki{SPACE},2062,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,11,h e a v e,B,34,h o i s t,,0,4,1987,hoist{SPACE},1832,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,38,H i t l e r ,B,35,H u s s e i n,hussein{SPACE},9117,3,1030,hussein{SPACE},1310,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,40,i n d i v i d u a l i s m,B,36,i d i o s y n c r a s y ,{SPACE},5464,3,1341,idiosyncrasy{SPACE},3268,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,24,o t t e r,U,37,i n t e r j e c t,{SPACE},7423,2,1152,interject{SPACE},2658,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,67,p a n d a,U,38,J a g g e r ,jagger{SPACE},5359,1,808,jagger{SPACE},1931,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,41,p a r a c h u t e,U,39,l i b e l,{SPACE},8568,4,1112,libel{SPACE},1356,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,60,p o l y g o n,U,40,l o q u a c i o u s ,loquacious{SPACE},6119,3,720,loquacious{SPACE},2324,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,51,p r e c a r i o u s ,U,41,M a n d e l a,{SPACE},3384,1,1829,mandela{SPACE},1397,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,42,p r o f e s s o r,U,42,m e a g e r ,{SPACE},6050,2,573,meager{SPACE},1314,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,66,a b a n d o n,U,43,M e r c u r y,{SPACE},2959,2,1023,mercury{SPACE},1552,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,72,a b r o a d ,U,44,M i l l e r ,{SPACE},4774,4,200,miller{SPACE},1046,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,32,a v o i d,U,45,m i n c e,mince{SPACE},4240,1,985,mince{SPACE},1076,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,25,a d v a n c e,U,46,m o n o t o n y ,mundane{SPACE},5552,3,961,monotony{SPACE},2160,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,73,A u s t e n ,U,47,M o n r o e ,monroe{SPACE},3961,1,478,monroe{SPACE},1093,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,10,a b n o r m a l i t y,U,48,N a i r o b i,{SPACE},4191,2,331,nairobi{SPACE},2138,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,37,p a r a l l e l ,U,49,n u l l i f y,{SPACE},4649,2,1041,nullify{SPACE},1858,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,35,B r o s n a n,U,50,N u r e m b e r g,nuremberg{SPACE},8125,4,4048,nuremberg{SPACE},2680,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,47,p r o t o c o l ,U,51,o b s c u r e,{SPACE},7290,3,1137,obscure{SPACE},1826,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,63,H o m e r,U,52,o m n i p o t e n t ,{SPACE},3725,4,589,omnipresent{SPACE},2826,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,54,s u r r e n d e r,U,53,o s t e n t a t i o u s ,{SPACE},6197,2,618,ostentatious{SPACE},3249,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,65,c o n s u m e,U,54,O s w a l d ,oswald{ENTER},8906,1,1261,oswald{SPACE},3091,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,57,T o r o n t o,R,55,O t t a w a ,,0,4,2170,ottawa{SPACE},1382,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,14,r e m e d y ,R,56,p a n a c e a,,0,2,2043,panacea{SPACE},2787,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,68,i d e a l,R,57,p a r a g o n,{SPACE},7001,4,1148,paragon{SPACE},1834,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,36,m a r r i a g e ,R,58,p o l y g a m y ,polygamy{SPACE},4262,1,350,polygamy{SPACE},3687,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,19,a d v a n c e d ,R,59,p r e c o c i o u s ,prodigy{SPACE},6600,3,3021,precocious{SPACE},2525,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,2,f o r e c a s t ,R,60,p r o p h e c y ,,0,4,5747,prophecy{SPACE},2310,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,7,T o k y o,R,61,S e o u l,{SPACE},5242,2,2472,seoul{SPACE},2279,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,55,W i l d e,R,62,S h a w ,{SPACE},2375,2,144,shaw{SPACE},943,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,71,C o r s i c a,R,63,S i c i l y ,sicily{SPACE},6015,1,300,sicily{SPACE},1377,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,64,L e i a ,R,64,S k y w a l k e r,skywalker{SPACE},5297,1,493,skywalker{SPACE},2301,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,18,m i d w i f e,R,65,s u r r o g a t e,surrogate{SPACE},4096,1,207,surrogate{SPACE},1797,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,61,E m e r s o n,R,66,T h o r e a u,emerson{SPACE},4896,1,893,thoreau{SPACE},1855,0,1,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,15,j e r k ,R,67,t i c,tic{SPACE},8732,3,1717,tic{SPACE},805,1,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,9,h u r r i c a n e,R,68,t s u n a m i,{SPACE},6437,1,2064,tsunami{SPACE},2558,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,48,H a w k i n g,R,69,T u r i n g ,{SPACE},6532,4,1547,turing{SPACE},1642,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,52,D o y l e,R,70,W a t s o n ,{SPACE},3690,2,539,watson{SPACE},1334,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,27,K e n t ,R,71,W a y n e,{SPACE},9768,4,996,wayne{SPACE},1129,0,0,,,,,,,,
PrimeFlash,10PrimeFlash,10,S10,17,G l a c i e r,R,72,Y e l l o w s t o n e,yellowstone{SPACE},4884,1,370,yellowstone{SPACE},2022,1,0,,,,,,,,
PrimeFlash,11PrimeFlash,11,S11,26,a b d o m e n,P,1,a b d i c a t e ,abdicate{SPACE},4896,1,461,abdicate{SPACE},1365,1,0,,,,,,,,
PrimeFlash,11PrimeFlash,11,S11,29,a b o r t i o n ,P,2,a b o r i g i n e,abboriginal{SPACE},6318,1,414,aborigine{SPACE},2248,1,0,,,,,,,,
PrimeFlash,11PrimeFlash,11,S11,15,a b s o l v e,P,3,a b s t a i n,absta,9974,4,1403,abstain{SPACE},1431,0,0,,,,,,,,
PrimeFlash,11PrimeFlash,11,S11,38,a d v e r b ,P,4,a d v o c a t e ,advocate{SPACE},4461,1,429,advocate{SPACE},1367,1,0,,,,,,,,
PrimeFlash,11PrimeFlash,11,S11,50,a l c h e m y,P,5,A l c o t t ,austen{SPACE},8871,3,889,alcott{SPACE},1092,0,0,,,,,,,,
PrimeFlash,11PrimeFlash,11,S11,52,a n a e r o b i c,P,6,a n a c h r o n i s m,,0,2,998,anachronism{SPACE},1830,0,0,,,,,,,,
PrimeFlash,11PrimeFlash,11,S11,42,a n a c o n d a ,P,7,a n a g r a m,,8872,4,938,anagram{SPACE},1117,0,0,,,,,,,,
PrimeFlash,11PrimeFlash,11,S11,9,a n d r o i d,P,8,A n d e s,andes{SPACE},4167,1,756,andes{SPACE},1019,1,0,,,,,,,,
PrimeFlash,11PrimeFlash,11,S11,76,A u s t r a l i a,P,9,A u r o r a ,aurora{SPACE},3539,1,1226,aurora{SPACE},1245,1,0,,,,,,,,
PrimeFlash,11PrimeFlash,11,S11,54,b a n i s t e r ,P,10,B a n g k o k,bancock{SPACE},3605,1,442,bangcock{SPACE},1885,1,0,,,,,,,,
